Uniq Id,Crawl Timestamp,Pageurl,Pdp Url,Product Id,Product Name,List Price,Sale Price,Discount Percentage,Brand,Product Rank,Size,Availability,Product Description,Seller,Category Url,Input Seed Url,Color,Average Rating,Total Number Of Ratings,Type,Sleeve,Fit,Fabric Or Material,Neck,Pattern,Fabric Care,Closure,Suitable For,Collar,Ideal For,Rise Style,Leg Style,Ocassion,Length,Sleeve Length,Sleeve Type,Wash Care,Darts,Star1 Count,Star2 Count,Star3 Count,Star4 Count,Star5 Count,Gender,Fulfilled By,Best Seller Rank 1,Best Seller Rank 2,Date First Available,Sub Category 1,Sub Category 2,Sub Category 3,Sub Category 4,Sub Category 5,Image 1,Image 2,Image 3,Billing Id,Variant
PROD100514,2023-11-13T00:00:00,https://myntra.com/product/100514,https://myntra.com/product/100514/details,100514,Zara Maroon Solid Flared Kurta,2544,1551,39,Zara,99.76,34,In Stock,Traditional kurta with modern styling. Comfortable fabric makes it perfect for all-day wear.,Zara Official Store,https://myntra.com/kurtas,https://myntra.com/kurtas,Maroon,3.4,3785,Flared Kurta,Short Sleeve,Regular,Rayon,Boat Neck,Solid,Machine Wash,,Festive,,Women,,,Festive,Ankle Length,Short Sleeve,Set-In,"Machine wash cold, tumble dry low",,116,264,567,946,1892,Women,,255,,,Kurtas,Flared Kurta,Women,Festive,,https://assets.myntra.com/images/100514/1.jpg,https://assets.myntra.com/images/100514/2.jpg,https://assets.myntra.com/images/100514/3.jpg,BILL100514,Maroon
PROD100515,2023-11-04T00:00:00,https://myntra.com/product/100515,https://myntra.com/product/100515/details,100515,Vero Moda Light Blue Washed Slim Fit Jeans,1233,604,51,Vero Moda,69.29,35,In Stock,Contemporary jeans designed for everyday wear. Stretch denim provides flexibility and all-day comfort.,Vero Moda Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Light Blue,4.8,3544,Slim Fit Jeans,,Regular,Stretch Denim,,Washed,Machine Wash,Button,Everyday,,Women,Mid Rise,Straight,Everyday,,,,"Machine wash cold, tumble dry low",,107,248,531,886,1772,Women,Myntra,,,,Jeans,Slim Fit Jeans,Women,Everyday,,https://assets.myntra.com/images/100515/1.jpg,https://assets.myntra.com/images/100515/2.jpg,https://assets.myntra.com/images/100515/3.jpg,BILL100515,Light Blue
PROD100516,2023-11-15T00:00:00,https://myntra.com/product/100516,https://myntra.com/product/100516/details,100516,Zara Dark Blue Solid Skinny Jeans,3299,2573,22,Zara,3.93,35,In Stock,Modern fit jeans offering exceptional comfort. Features classic five-pocket design with contemporary cut.,Zara Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Dark Blue,3.0,4409,Skinny Jeans,,Regular,Denim,,Solid,Machine Wash,Button,Casual,,Women,Low Rise,Bootcut,Casual,,,,"Machine wash cold, tumble dry low",,134,308,661,1102,2204,Women,,489,,,Jeans,Skinny Jeans,Women,Casual,,https://assets.myntra.com/images/100516/1.jpg,https://assets.myntra.com/images/100516/2.jpg,https://assets.myntra.com/images/100516/3.jpg,BILL100516,Dark Blue
PROD100517,2023-11-19T00:00:00,https://myntra.com/product/100517,https://myntra.com/product/100517/details,100517,Only Black Floral Flared Kurta,2758,1765,36,Only,41.2,36,In Stock,Contemporary kurta with ethnic charm. Quality fabric ensures comfort during extended wear.,Only Official Store,https://myntra.com/kurtas,https://myntra.com/kurtas,Black,3.3,3558,Flared Kurta,Long Sleeve,Relaxed,Silk,V-Neck,Floral,Machine Wash,,Festive,,Women,,,Festive,Ankle Length,Long Sleeve,Set-In,"Machine wash cold, tumble dry low",,108,249,533,889,1779,Women,Myntra,638,,,Kurtas,Flared Kurta,Women,Festive,,https://assets.myntra.com/images/100517/1.jpg,https://assets.myntra.com/images/100517/2.jpg,https://assets.myntra.com/images/100517/3.jpg,BILL100517,Black
PROD100518,2023-11-02T00:00:00,https://myntra.com/product/100518,https://myntra.com/product/100518/details,100518,Anouk Pink Abstract Peplum Top,1206,687,43,Anouk,51.94,35,Out of Stock,Chic and versatile top perfect for everyday styling. Features comfortable fabric with flattering fit.,Anouk Official Store,https://myntra.com/tops,https://myntra.com/tops,Pink,3.2,3524,Peplum Top,Long Sleeve,Relaxed,Cotton,V-Neck,Abstract,Machine Wash,,Party,,Women,,,Party,,Long Sleeve,Set-In,"Machine wash cold, tumble dry low",,107,246,528,881,1762,Women,Myntra,719,,,Tops,Peplum Top,Women,Party,,https://assets.myntra.com/images/100518/1.jpg,https://assets.myntra.com/images/100518/2.jpg,https://assets.myntra.com/images/100518/3.jpg,BILL100518,Pink
PROD100519,2023-11-03T00:00:00,https://myntra.com/product/100519,https://myntra.com/product/100519/details,100519,Forever 21 Green Striped Tunic Top,646,226,65,Forever 21,93.48,28,In Stock,Elegant top suitable for work and weekend wear. Versatile design works with multiple outfit combinations.,Forever 21 Official Store,https://myntra.com/tops,https://myntra.com/tops,Green,4.4,1581,Tunic Top,Sleeveless,Slim,Cotton Blend,Round Neck,Striped,Machine Wash,,Party,,Women,,,Party,,Sleeveless,Set-In,"Machine wash cold, tumble dry low",,49,110,237,395,790,Women,,699,,,Tops,Tunic Top,Women,Party,,https://assets.myntra.com/images/100519/1.jpg,https://assets.myntra.com/images/100519/2.jpg,https://assets.myntra.com/images/100519/3.jpg,BILL100519,Green
PROD100520,2023-11-25T00:00:00,https://myntra.com/product/100520,https://myntra.com/product/100520/details,100520,Only Yellow Floral Mini Dress,4177,3717,11,Only,32.5,28,In Stock,Chic dress designed for the modern woman. Comfortable construction with eye-catching details.,Only Official Store,https://myntra.com/dresses,https://myntra.com/dresses,Yellow,4.7,4290,Mini Dress,3/4 Sleeve,Regular,Viscose,Boat Neck,Floral,Machine Wash,,Casual,,Women,,,Casual,Mini,3/4 Sleeve,Set-In,"Machine wash cold, tumble dry low",,130,300,643,1072,2145,Women,,624,,,Dresses,Mini Dress,Women,Casual,,https://assets.myntra.com/images/100520/1.jpg,https://assets.myntra.com/images/100520/2.jpg,https://assets.myntra.com/images/100520/3.jpg,BILL100520,Yellow
PROD100521,2023-11-06T00:00:00,https://myntra.com/product/100521,https://myntra.com/product/100521/details,100521,Forever 21 Dark Blue Distressed Boyfriend Jeans,2534,1571,38,Forever 21,99.67,36,In Stock,Comfortable jeans crafted from premium denim. The perfect balance of style and functionality.,Forever 21 Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Dark Blue,4.2,2637,Boyfriend Jeans,,Relaxed,Denim,,Distressed,Machine Wash,Button,Casual,,Women,Mid Rise,Tapered,Casual,,,,"Machine wash cold, tumble dry low",,81,184,395,659,1318,Women,,687,,,Jeans,Boyfriend Jeans,Women,Casual,,https://assets.myntra.com/images/100521/1.jpg,https://assets.myntra.com/images/100521/2.jpg,https://assets.myntra.com/images/100521/3.jpg,BILL100521,Dark Blue
PROD100522,2023-11-11T00:00:00,https://myntra.com/product/100522,https://myntra.com/product/100522/details,100522,Only Yellow Abstract A-Line Kurta,3822,2446,36,Only,99.53,35,In Stock,Beautiful ethnic kurta perfect for festive occasions. Features intricate detailing with comfortable fabric.,Only Official Store,https://myntra.com/kurtas,https://myntra.com/kurtas,Yellow,4.0,1510,A-Line Kurta,Short Sleeve,Regular,Cotton Blend,Boat Neck,Abstract,Machine Wash,,Festive,,Women,,,Festive,Knee Length,Short Sleeve,Set-In,"Machine wash cold, tumble dry low",,47,105,226,377,755,Women,Myntra,798,,,Kurtas,A-Line Kurta,Women,Festive,,https://assets.myntra.com/images/100522/1.jpg,https://assets.myntra.com/images/100522/2.jpg,https://assets.myntra.com/images/100522/3.jpg,BILL100522,Yellow
PROD100523,2023-11-27T00:00:00,https://myntra.com/product/100523,https://myntra.com/product/100523/details,100523,Vero Moda Yellow Printed Anarkali Kurta,2610,1096,58,Vero Moda,29.99,38,In Stock,Traditional kurta with modern styling. Comfortable fabric makes it perfect for all-day wear.,Vero Moda Official Store,https://myntra.com/kurtas,https://myntra.com/kurtas,Yellow,3.9,899,Anarkali Kurta,Long Sleeve,Regular,Cotton Blend,Boat Neck,Printed,Machine Wash,,Casual,,Women,,,Casual,Calf Length,Long Sleeve,Set-In,"Machine wash cold, tumble dry low",,30,62,134,224,449,Women,,,,,Kurtas,Anarkali Kurta,Women,Casual,,https://assets.myntra.com/images/100523/1.jpg,https://assets.myntra.com/images/100523/2.jpg,https://assets.myntra.com/images/100523/3.jpg,BILL100523,Yellow
PROD100524,2023-11-05T00:00:00,https://myntra.com/product/100524,https://myntra.com/product/100524/details,100524,Only Black Printed Mini Dress,2977,1131,62,Only,72.17,36,In Stock,Sophisticated dress suitable for formal events. Features elegant styling with quality construction.,Only Official Store,https://myntra.com/dresses,https://myntra.com/dresses,Black,4.7,4351,Mini Dress,Sleeveless,Slim,Rayon,Boat Neck,Printed,Machine Wash,,Party,,Women,,,Party,Maxi,Sleeveless,Set-In,"Machine wash cold, tumble dry low",,133,304,652,1087,2175,Women,,,,,Dresses,Mini Dress,Women,Party,,https://assets.myntra.com/images/100524/1.jpg,https://assets.myntra.com/images/100524/2.jpg,https://assets.myntra.com/images/100524/3.jpg,BILL100524,Black
PROD100525,2023-11-26T00:00:00,https://myntra.com/product/100525,https://myntra.com/product/100525/details,100525,H&M Pink Embroidered A-Line Kurta,1723,671,61,H&M,65.67,36,In Stock,Beautiful ethnic kurta perfect for festive occasions. Features intricate detailing with comfortable fabric.,H&M Official Store,https://myntra.com/kurtas,https://myntra.com/kurtas,Pink,3.8,1812,A-Line Kurta,Short Sleeve,Relaxed,Silk,Boat Neck,Embroidered,Machine Wash,,Festive,,Women,,,Festive,Ankle Length,Short Sleeve,Set-In,"Machine wash cold, tumble dry low",,56,126,271,453,906,Women,Myntra,746,,,Kurtas,A-Line Kurta,Women,Festive,,https://assets.myntra.com/images/100525/1.jpg,https://assets.myntra.com/images/100525/2.jpg,https://assets.myntra.com/images/100525/3.jpg,BILL100525,Pink
PROD100526,2023-11-28T00:00:00,https://myntra.com/product/100526,https://myntra.com/product/100526/details,100526,Vero Moda Grey Solid Skinny Jeans,3512,807,77,Vero Moda,44.66,38,In Stock,Classic denim jeans with modern appeal. Quality fabric maintains shape while offering comfortable stretch.,Vero Moda Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Grey,4.6,2369,Skinny Jeans,,Skinny,Stretch Denim,,Solid,Machine Wash,Button,Casual,,Women,Mid Rise,Bootcut,Casual,,,,"Machine wash cold, tumble dry low",,73,165,355,592,1184,Women,Myntra,14,,,Jeans,Skinny Jeans,Women,Casual,,https://assets.myntra.com/images/100526/1.jpg,https://assets.myntra.com/images/100526/2.jpg,https://assets.myntra.com/images/100526/3.jpg,BILL100526,Grey
PROD100527,2023-11-24T00:00:00,https://myntra.com/product/100527,https://myntra.com/product/100527/details,100527,Only Purple Solid Shift Dress,3054,2595,15,Only,94.81,34,In Stock,"Versatile dress essential for every wardrobe. Beautiful detailing with comfortable, breathable fabric.",Only Official Store,https://myntra.com/dresses,https://myntra.com/dresses,Purple,4.9,1029,Shift Dress,Short Sleeve,Regular,Polyester,Round Neck,Solid,Machine Wash,,Festive,,Women,,,Festive,Midi,Short Sleeve,Set-In,"Machine wash cold, tumble dry low",,32,72,154,257,514,Women,,212,,,Dresses,Shift Dress,Women,Festive,,https://assets.myntra.com/images/100527/1.jpg,https://assets.myntra.com/images/100527/2.jpg,https://assets.myntra.com/images/100527/3.jpg,BILL100527,Purple
PROD100528,2023-11-21T00:00:00,https://myntra.com/product/100528,https://myntra.com/product/100528/details,100528,H&M Black Distressed Straight Fit Jeans,3746,2884,23,H&M,33.09,33,In Stock,Contemporary jeans designed for everyday wear. Stretch denim provides flexibility and all-day comfort.,H&M Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Black,4.8,2039,Straight Fit Jeans,,Skinny,Denim,,Distressed,Machine Wash,Button,Casual,,Women,High Rise,Straight,Casual,,,,"Machine wash cold, tumble dry low",,64,142,305,509,1019,Women,,,,,Jeans,Straight Fit Jeans,Women,Casual,,https://assets.myntra.com/images/100528/1.jpg,https://assets.myntra.com/images/100528/2.jpg,https://assets.myntra.com/images/100528/3.jpg,BILL100528,Black
PROD100529,2023-11-08T00:00:00,https://myntra.com/product/100529,https://myntra.com/product/100529/details,100529,H&M Yellow Printed Party Top,1851,666,64,H&M,48.29,29,In Stock,Modern top combining style with ease. The breathable fabric keeps you comfortable throughout the day.,H&M Official Store,https://myntra.com/tops,https://myntra.com/tops,Yellow,4.7,279,Party Top,Long Sleeve,Relaxed,Cotton,Boat Neck,Printed,Machine Wash,,Casual,,Women,,,Casual,,Long Sleeve,Set-In,"Machine wash cold, tumble dry low",,11,19,41,69,139,Women,Myntra,775,,,Tops,Party Top,Women,Casual,,https://assets.myntra.com/images/100529/1.jpg,https://assets.myntra.com/images/100529/2.jpg,https://assets.myntra.com/images/100529/3.jpg,BILL100529,Yellow
PROD100530,2023-11-19T00:00:00,https://myntra.com/product/100530,https://myntra.com/product/100530/details,100530,Libas Blue Solid Anarkali Kurta,3215,1639,49,Libas,83.46,36,In Stock,Traditional kurta with modern styling. Comfortable fabric makes it perfect for all-day wear.,Libas Official Store,https://myntra.com/kurtas,https://myntra.com/kurtas,Blue,4.6,2391,Anarkali Kurta,Short Sleeve,Regular,Cotton Blend,Boat Neck,Solid,Machine Wash,,Casual,,Women,,,Casual,Calf Length,Short Sleeve,Set-In,"Machine wash cold, tumble dry low",,74,167,358,597,1195,Women,,,,,Kurtas,Anarkali Kurta,Women,Casual,,https://assets.myntra.com/images/100530/1.jpg,https://assets.myntra.com/images/100530/2.jpg,https://assets.myntra.com/images/100530/3.jpg,BILL100530,Blue
PROD100531,2023-11-30T00:00:00,https://myntra.com/product/100531,https://myntra.com/product/100531/details,100531,Zara Light Blue Washed Boyfriend Jeans,1547,464,70,Zara,75.36,37,In Stock,Stylish denim jeans offering perfect fit and comfort. Features quality construction with modern styling.,Zara Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Light Blue,3.2,1876,Boyfriend Jeans,,Skinny,Denim,,Washed,Machine Wash,Button,Everyday,,Women,High Rise,Bootcut,Everyday,,,,"Machine wash cold, tumble dry low",,57,131,281,469,938,Women,,783,,,Jeans,Boyfriend Jeans,Women,Everyday,,https://assets.myntra.com/images/100531/1.jpg,https://assets.myntra.com/images/100531/2.jpg,https://assets.myntra.com/images/100531/3.jpg,BILL100531,Light Blue
PROD100532,2023-11-04T00:00:00,https://myntra.com/product/100532,https://myntra.com/product/100532/details,100532,Varanga Blue Distressed Boyfriend Jeans,1679,1343,20,Varanga,88.62,34,In Stock,Contemporary jeans designed for everyday wear. Stretch denim provides flexibility and all-day comfort.,Varanga Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Blue,4.2,3382,Boyfriend Jeans,,Relaxed,Stretch Denim,,Distressed,Machine Wash,Button,Casual,,Women,Mid Rise,Bootcut,Casual,,,,"Machine wash cold, tumble dry low",,103,236,507,845,1691,Women,,,,,Jeans,Boyfriend Jeans,Women,Casual,,https://assets.myntra.com/images/100532/1.jpg,https://assets.myntra.com/images/100532/2.jpg,https://assets.myntra.com/images/100532/3.jpg,BILL100532,Blue
PROD100533,2023-11-16T00:00:00,https://myntra.com/product/100533,https://myntra.com/product/100533/details,100533,Biba Red Abstract A-Line Dress,2456,491,80,Biba,29.24,34,In Stock,Stunning dress perfect for special occasions. Features flowing silhouette with comfortable fabric.,Biba Official Store,https://myntra.com/dresses,https://myntra.com/dresses,Red,3.4,3852,A-Line Dress,3/4 Sleeve,Slim,Viscose,Boat Neck,Abstract,Machine Wash,,Casual,,Women,,,Casual,Midi,3/4 Sleeve,Set-In,"Machine wash cold, tumble dry low",,117,269,577,963,1926,Women,,,,,Dresses,A-Line Dress,Women,Casual,,https://assets.myntra.com/images/100533/1.jpg,https://assets.myntra.com/images/100533/2.jpg,https://assets.myntra.com/images/100533/3.jpg,BILL100533,Red
PROD100534,2023-11-17T00:00:00,https://myntra.com/product/100534,https://myntra.com/product/100534/details,100534,W for Woman Yellow Solid Tunic Top,4097,2458,40,W for Woman,64.42,38,In Stock,Stylish top offering both comfort and sophistication. Quality fabric maintains its shape and color.,W for Woman Official Store,https://myntra.com/tops,https://myntra.com/tops,Yellow,4.3,3548,Tunic Top,Long Sleeve,Slim,Rayon,Boat Neck,Solid,Machine Wash,,Office,,Women,,,Office,,Long Sleeve,Set-In,"Machine wash cold, tumble dry low",,107,248,532,887,1774,Women,,,,,Tops,Tunic Top,Women,Office,,https://assets.myntra.com/images/100534/1.jpg,https://assets.myntra.com/images/100534/2.jpg,https://assets.myntra.com/images/100534/3.jpg,BILL100534,Yellow
PROD100535,2023-11-10T00:00:00,https://myntra.com/product/100535,https://myntra.com/product/100535/details,100535,Only Pink Printed Flared Kurta,3170,1236,61,Only,82.7,37,In Stock,Versatile kurta suitable for various festive events. The elegant design pairs beautifully with traditional bottoms.,Only Official Store,https://myntra.com/kurtas,https://myntra.com/kurtas,Pink,4.9,4438,Flared Kurta,Long Sleeve,Relaxed,Cotton,Round Neck,Printed,Machine Wash,,Casual,,Women,,,Casual,Ankle Length,Long Sleeve,Set-In,"Machine wash cold, tumble dry low",,135,310,665,1109,2219,Women,,555,,,Kurtas,Flared Kurta,Women,Casual,,https://assets.myntra.com/images/100535/1.jpg,https://assets.myntra.com/images/100535/2.jpg,https://assets.myntra.com/images/100535/3.jpg,BILL100535,Pink
PROD100536,2023-11-21T00:00:00,https://myntra.com/product/100536,https://myntra.com/product/100536/details,100536,H&M Red Striped Tunic Top,3440,1479,57,H&M,63.62,30,In Stock,Versatile top essential for every wardrobe. Quality construction with attention to modern styling.,H&M Official Store,https://myntra.com/tops,https://myntra.com/tops,Red,4.3,450,Tunic Top,3/4 Sleeve,Regular,Viscose,High Neck,Striped,Machine Wash,,Office,,Women,,,Office,,3/4 Sleeve,Set-In,"Machine wash cold, tumble dry low",,15,31,67,112,225,Women,,81,,,Tops,Tunic Top,Women,Office,,https://assets.myntra.com/images/100536/1.jpg,https://assets.myntra.com/images/100536/2.jpg,https://assets.myntra.com/images/100536/3.jpg,BILL100536,Red
PROD100537,2023-11-12T00:00:00,https://myntra.com/product/100537,https://myntra.com/product/100537/details,100537,Only Dark Blue Solid Straight Fit Jeans,1796,682,62,Only,47.26,37,In Stock,Modern fit jeans offering exceptional comfort. Features classic five-pocket design with contemporary cut.,Only Official Store,https://myntra.com/jeans,https://myntra.com/jeans,Dark Blue,3.8,3742,Straight Fit Jeans,,Slim,Denim,,Solid,Machine Wash,Button,Everyday,,Women,High Rise,Bootcut,Everyday,,,,"Machine wash cold, tumble dry low",,114,261,561,935,1871,Women,Myntra,729,,,Jeans,Straight Fit Jeans,Women,Everyday,,https://assets.myntra.com/images/100537/1.jpg,https://assets.myntra.com/images/100537/2.jpg,https://assets.myntra.com/images/100537/3.jpg,BILL100537,Dark Blue
PROD100538,2023-11-21T00:00:00,https://myntra.com/product/100538,https://myntra.com/product/100538/details,100538,AND Pink Floral Tunic Top,2478,1288,48,AND,92.24,31,In Stock,Casual yet refined top perfect for daily wear. The flattering cut complements all body types.,AND Official Store,https://myntra.com/tops,https://myntra.com/tops,Pink,3.1,3126,Tunic Top,Long Sleeve,Regular,Rayon,High Neck,Floral,Machine Wash,,Office,,Women,,,Office,,Long Sleeve,Set-In,"Machine wash cold, tumble dry low",,96,218,468,781,1563,Women,,866,,,Tops,Tunic Top,Women,Office,,https://assets.myntra.com/images/100538/1.jpg,https://assets.myntra.com/images/100538/2.jpg,https://assets.myntra.com/images/100538/3.jpg,BILL100538,Pink
PROD100539,2023-11-29T00:00:00,https://myntra.com/product/100539,https://myntra.com/product/100539/details,100539,H&M Blue Striped Mini Dress,4227,3085,27,H&M,5.38,36,In Stock,Stunning dress perfect for special occasions. Features flowing silhouette with comfortable fabric.,H&M Official Store,https://myntra.com/dresses,https://myntra.com/dresses,Blue,4.3,2631,Mini Dress,3/4 Sleeve,Slim,Polyester,Boat Neck,Striped,Machine Wash,,Party,,Women,,,Party,Mini,3/4 Sleeve,Set-In,"Machine wash cold, tumble dry low",,81,184,394,657,1315,Women,,117,,,Dresses,Mini Dress,Women,Party,,https://assets.myntra.com/images/100539/1.jpg,https://assets.myntra.com/images/100539/2.jpg,https://assets.myntra.com/images/100539/3.jpg,BILL100539,Blue
PROD100540,2023-11-22T00:00:00,https://myntra.com/product/100540,https://myntra.com/product/100540/details,100540,Nike Red Solid Running Shoes,3486,2719,22,Nike,39.89,9,In Stock,Premium athletic footwear designed for performance. Features cushioned sole and breathable upper.,Nike Official Store,https://myntra.com/sneakers,https://myntra.com/sneakers,Red,3.4,335,Running Shoes,,Regular,Mesh,,Solid,Machine Wash,,Sports,,Unisex,,,Sports,,,,"Machine wash cold, tumble dry low",,12,23,50,83,167,Unisex,,659,,,Sneakers,Running Shoes,Unisex,Sports,,https://assets.myntra.com/images/100540/1.jpg,https://assets.myntra.com/images/100540/2.jpg,https://assets.myntra.com/images/100540/3.jpg,BILL100540,Red
PROD100541,2023-11-03T00:00:00,https://myntra.com/product/100541,https://myntra.com/product/100541/details,100541,Zara Navy Solid Sports Shorts,3549,2519,29,Zara,51.52,33,In Stock,Professional-grade activewear offering superior comfort. Engineered fabric enhances your performance.,Zara Official Store,https://myntra.com/activewear,https://myntra.com/activewear,Navy,3.6,700,Sports Shorts,,Regular,Jersey,,Solid,Machine Wash,,Gym,,Unisex,,,Gym,,,,"Machine wash cold, tumble dry low",,21,49,105,175,350,Unisex,,,,,Activewear,Sports Shorts,Unisex,Gym,,https://assets.myntra.com/images/100541/1.jpg,https://assets.myntra.com/images/100541/2.jpg,https://assets.myntra.com/images/100541/3.jpg,BILL100541,Navy
PROD100542,2023-11-01T00:00:00,https://myntra.com/product/100542,https://myntra.com/product/100542/details,100542,Puma Green Printed Athletic Tank,2451,1323,46,Puma,95.88,37,In Stock,Athletic wear engineered for peak performance. Breathable material keeps you cool during training sessions.,Puma Official Store,https://myntra.com/activewear,https://myntra.com/activewear,Green,4.1,1601,Athletic Tank,,Relaxed,Jersey,,Printed,Machine Wash,,Gym,,Unisex,,,Gym,,,,"Machine wash cold, tumble dry low",,49,112,240,400,800,Unisex,Myntra,810,,,Activewear,Athletic Tank,Unisex,Gym,,https://assets.myntra.com/images/100542/1.jpg,https://assets.myntra.com/images/100542/2.jpg,https://assets.myntra.com/images/100542/3.jpg,BILL100542,Green
PROD100543,2023-11-03T00:00:00,https://myntra.com/product/100543,https://myntra.com/product/100543/details,100543,Nike Grey Solid Training Top,4464,1205,73,Nike,19.06,34,In Stock,Essential sports gear for your fitness routine. Quality materials ensure lasting performance and comfort.,Nike Official Store,https://myntra.com/activewear,https://myntra.com/activewear,Grey,4.0,2461,Training Top,,Slim,Jersey,,Solid,Machine Wash,,Sports,,Unisex,,,Sports,,,,"Machine wash cold, tumble dry low",,75,172,369,615,1230,Unisex,,344,,,Activewear,Training Top,Unisex,Sports,,https://assets.myntra.com/images/100543/1.jpg,https://assets.myntra.com/images/100543/2.jpg,https://assets.myntra.com/images/100543/3.jpg,BILL100543,Grey
PROD100544,2023-11-25T00:00:00,https://myntra.com/product/100544,https://myntra.com/product/100544/details,100544,Reebok Blue Colorblock Running Shoes,2406,553,77,Reebok,59.97,7,In Stock,Essential athletic footwear for active lifestyles. Features responsive cushioning and durable outsole.,Reebok Official Store,https://myntra.com/sneakers,https://myntra.com/sneakers,Blue,4.6,55,Running Shoes,,Regular,Mesh,,Colorblock,Machine Wash,,Sports,,Unisex,,,Sports,,,,"Machine wash cold, tumble dry low",,4,3,8,13,27,Unisex,Myntra,526,,,Sneakers,Running Shoes,Unisex,Sports,,https://assets.myntra.com/images/100544/1.jpg,https://assets.myntra.com/images/100544/2.jpg,https://assets.myntra.com/images/100544/3.jpg,BILL100544,Blue
PROD100545,2023-11-10T00:00:00,https://myntra.com/product/100545,https://myntra.com/product/100545/details,100545,Calvin Klein Black Colorblock Training Shoes,1219,292,76,Calvin Klein,55.94,10,In Stock,Premium athletic footwear designed for performance. Features cushioned sole and breathable upper.,Calvin Klein Official Store,https://myntra.com/sneakers,https://myntra.com/sneakers,Black,3.6,1132,Training Shoes,,Regular,Leather,,Colorblock,Machine Wash,,Running,,Unisex,,,Running,,,,"Machine wash cold, tumble dry low",,35,79,169,283,566,Unisex,,991,,,Sneakers,Training Shoes,Unisex,Running,,https://assets.myntra.com/images/100545/1.jpg,https://assets.myntra.com/images/100545/2.jpg,https://assets.myntra.com/images/100545/3.jpg,BILL100545,Black
PROD100546,2023-11-30T00:00:00,https://myntra.com/product/100546,https://myntra.com/product/100546/details,100546,Calvin Klein Grey Colorblock Training Shoes,2361,1062,55,Calvin Klein,38.69,9,In Stock,Premium athletic footwear designed for performance. Features cushioned sole and breathable upper.,Calvin Klein Official Store,https://myntra.com/sneakers,https://myntra.com/sneakers,Grey,4.5,4835,Training Shoes,,Regular,Leather,,Colorblock,Machine Wash,,Running,,Unisex,,,Running,,,,"Machine wash cold, tumble dry low",,147,338,725,1208,2417,Unisex,Myntra,43,,,Sneakers,Training Shoes,Unisex,Running,,https://assets.myntra.com/images/100546/1.jpg,https://assets.myntra.com/images/100546/2.jpg,https://assets.myntra.com/images/100546/3.jpg,BILL100546,Grey
PROD100547,2023-11-07T00:00:00,https://myntra.com/product/100547,https://myntra.com/product/100547/details,100547,Tommy Hilfiger Red Solid Casual Sneakers,598,334,44,Tommy Hilfiger,1.73,8,In Stock,Professional sports shoes offering superior comfort. Advanced technology ensures optimal support.,Tommy Hilfiger Official Store,https://myntra.com/sneakers,https://myntra.com/sneakers,Red,3.8,2356,Casual Sneakers,,Regular,Mesh,,Solid,Machine Wash,,Sports,,Unisex,,,Sports,,,,"Machine wash cold, tumble dry low",,72,164,353,589,1178,Unisex,,390,,,Sneakers,Casual Sneakers,Unisex,Sports,,https://assets.myntra.com/images/100547/1.jpg,https://assets.myntra.com/images/100547/2.jpg,https://assets.myntra.com/images/100547/3.jpg,BILL100547,Red
PROD100548,2023-11-07T00:00:00,https://myntra.com/product/100548,https://myntra.com/product/100548/details,100548,Reebok Red Striped Athletic Tank,1492,969,35,Reebok,25.92,30,In Stock,Technical sportswear designed for serious athletes. Features quick-dry technology and comfortable fit.,Reebok Official Store,https://myntra.com/activewear,https://myntra.com/activewear,Red,3.6,1588,Athletic Tank,,Regular,Polyester Blend,,Striped,Machine Wash,,Training,,Unisex,,,Training,,,,"Machine wash cold, tumble dry low",,48,111,238,397,794,Unisex,Myntra,613,,,Activewear,Athletic Tank,Unisex,Training,,https://assets.myntra.com/images/100548/1.jpg,https://assets.myntra.com/images/100548/2.jpg,https://assets.myntra.com/images/100548/3.jpg,BILL100548,Red
PROD100549,2023-11-01T00:00:00,https://myntra.com/product/100549,https://myntra.com/product/100549/details,100549,Gap Grey Colorblock Sports Shoes,844,742,12,Gap,68.77,8,In Stock,Professional sports shoes offering superior comfort. Advanced technology ensures optimal support.,Gap Official Store,https://myntra.com/sneakers,https://myntra.com/sneakers,Grey,4.8,4880,Sports Shoes,,Regular,Mesh,,Colorblock,Machine Wash,,Running,,Unisex,,,Running,,,,"Machine wash cold, tumble dry low",,147,341,732,1220,2440,Unisex,Myntra,321,,,Sneakers,Sports Shoes,Unisex,Running,,https://assets.myntra.com/images/100549/1.jpg,https://assets.myntra.com/images/100549/2.jpg,https://assets.myntra.com/images/100549/3.jpg,BILL100549,Grey
